Material,Nº holes / Nº filaments,Diameter (mm),L/D,Filter (um),Sand quantity (cm),Support,Vpump (rpm),Vext (rpm),TE1 (°C),TE2 (°C),TE3 (°C),TE4 (°C),TD(°C),PD(bar),PE(bar),VTO (m/min),VG1(m/min),VG2(m/min),VG3(m/min),VG4(m/min),Vwinder (m/min),Winder tension (N),Tg1(°C),Tg2(°C),Tg3(°C),Quench (%),Spin. F (rmp),Height (m),Count (dtex),Tenacity (g/den),Elongation (%),Sand size min (um),Sand size max (um)
SABIC M200056,72.0,0.6,4.0,105.0,2.0,2.0,22.5,35.0,28.7,36.6,217.0,220.0,218.0,215.0,220.0,650.0,850.0,2250.0,2925,2875,2940.0,10.0,55.0,65.0,75.0,10.0,20.0,1.9,166,2.1,124.33,850.0,500.0
SABIC M200056,72.0,0.6,4.0,105.0,2.0,2.0,20.0,35.0,20.7,65.0,217.0,220.0,218.0,215.0,220.0,650.0,730.0,2000.0,2775,2750,2835.0,10.0,65.0,75.0,85.0,20.0,20.0,1.9,135,2.49,65.67,850.0,500.0
SABIC M200056,72.0,0.6,4.0,105.0,2.0,2.0,22.5,40.0,51.9,85.0,217.0,220.0,218.0,215.0,220.0,650.0,730.0,2000.0,2740,2700,2835.0,10.0,65.0,75.0,85.0,45.0,20.0,1.9,170,2.0,110.0,850.0,500.0
SABIC M200056,72.0,0.6,4.0,105.0,2.0,2.0,22.5,40.0,56.0,64.2,217.0,220.0,218.0,215.0,220.0,650.0,730.0,2000.0,2600,2520,2610.0,10.0,65.0,75.0,85.0,45.0,20.0,1.9,190,1.85,103.93,850.0,500.0
SABIC M200056,72.0,0.6,4.0,105.0,2.0,2.0,30.0,45.0,74.9,56.1,217.0,220.0,218.0,215.0,220.0,650.0,730.0,2250.0,2900,2800,2610.0,8.0,65.0,75.0,85.0,55.0,20.0,1.9,200,2.2,123.68,850.0,500.0
SABIC M200056,72.0,0.6,4.0,105.0,2.0,2.0,30.0,45.0,74.9,56.1,217.0,220.0,218.0,215.0,220.0,650.0,730.0,2350.0,3000,2900,3000.0,8.0,65.0,75.0,85.0,55.0,20.0,1.9,196,2.27,112.67,850.0,500.0
PLA + CaCO3,72.0,0.3,2.0,90.0,2.0,2.0,20.0,44.0,58.0,70.0,225.0,230.0,235.0,240.0,240.0,2500.0,,,2520,2520,2600.0,,66.0406832921268,87.72058762290433,96.62539807462635,40.0,20.0,1.65,235,2.1,85.0,500.0,355.0
PLA + CaCO3,72.0,0.3,2.0,90.0,2.0,2.0,19.0,42.0,52.0,70.0,225.0,230.0,235.0,240.0,240.0,2500.0,,,2520,2520,2600.0,,66.1741658966771,87.42219868982366,96.65002610047225,40.0,20.0,1.65,230,2.05,85.0,500.0,355.0
PLA + CaCO3,72.0,0.3,2.0,90.0,2.0,2.0,18.0,40.0,46.0,70.0,225.0,230.0,235.0,240.0,240.0,2500.0,,,2520,2520,2600.0,,66.71454084102186,87.31259475108496,97.087120714037,40.0,20.0,1.65,215,2.1,85.0,500.0,355.0
PLA + CaCO3,72.0,0.3,2.0,90.0,2.0,2.0,18.0,42.0,52.0,70.0,225.0,230.0,235.0,240.0,240.0,2500.0,,,2520,2520,2600.0,,66.78266575037435,87.68709658109732,96.57836234173755,40.0,20.0,1.65,220,1.9,80.0,500.0,355.0
rPET,72.0,0.2,2.0,60.0,2.0,2.0,14.0,,150.0,70.0,275.0,,,,290.0,2809.0,,,2830,2810,2970.0,,,,,,,,145,1.71,236.0,500.0,355.0
rPET,72.0,0.2,2.0,60.0,2.0,2.0,13.0,,150.0,70.0,275.0,,,,295.0,2866.0,,,2880,2860,2970.0,,,,,,,,131,2.15,143.71,500.0,355.0
rPET,72.0,0.3,2.0,30.0,3.0,2.0,14.0,58.7,109.3,100.0,275.0,280.0,285.0,290.0,295.0,2810.0,,,2822,2812,2960.0,,104.33768528433033,161.54814705327044,135.83822202726728,20.0,18.0,1.3,140,2.8,140.0,500.0,355.0
PLA + CaCO3,72.0,0.3,2.0,90.0,2.0,2.0,18.0,40.0,50.0,70.0,225.0,230.0,235.0,240.0,240.0,2500.0,,,2520,2520,2600.0,,66.61555930025182,87.33165684019627,96.3283048640647,40.0,20.0,1.65,200,1.9,90.0,500.0,355.0
PLA + CaCO3,72.0,0.3,2.0,90.0,2.0,2.0,19.5,43.0,50.0,70.0,225.0,230.0,235.0,240.0,240.0,2530.0,,,2550,2550,2630.0,,67.06175811759128,88.45487632284178,95.97585561103242,40.0,20.0,1.65,220,1.7,95.0,500.0,355.0
PLA + CaCO3,72.0,0.3,2.0,90.0,2.0,2.0,19.5,41.0,50.0,70.0,225.0,230.0,235.0,240.0,240.0,2550.0,,,2570,2570,2650.0,,67.32176619390103,88.86070775384138,96.28322587852367,40.0,20.0,1.65,220,1.7,100.0,500.0,355.0
MP1924 + 0.3 TiO2,72.0,0.3,2.0,90.0,2.0,2.0,13.0,70.0,69.3,90.7,280.0,290.0,290.0,295.0,295.0,2800.0,,,2851,2837,2923.0,13.0,,,,,18.0,1.5,133,2.16,128.0,500.0,355.0
MP1925 + 0.3 TiO2,72.0,0.3,2.0,90.0,2.0,2.0,14.0,45.0,154.8,111.2,295.0,300.0,305.0,305.0,305.0,2780.0,,,2842,2837,2923.0,22.0,110.18827965133826,157.48014878834536,146.30709571999319,10.0,16.0,1.6,136,2.62,130.67,500.0,355.0
MP1925 + 0.3 TiO2,72.0,0.3,2.0,90.0,2.0,2.0,14.5,45.0,169.2,115.4,295.0,300.0,305.0,305.0,305.0,2740.0,,,2778,2758,2840.0,16.0,106.93013471164073,151.8630743606757,141.53142164345803,10.0,16.0,1.5,148,2.9,147.0,500.0,355.0
